Country;Year;Month;SubNational;Constituency;Magnitude;Party;Turnout;Votes;Share
Jamaica;3881989;12;;clarendon central;1;jamaica labour party;;6768;0.518461763858795
Jamaica;3881989;12;;st. andrew north western;1;jamaica labour party;;5392;0.511041581630707
Jamaica;3881989;12;;clarendon north western;1;jamaica labour party;;6675;0.476309418678284
Jamaica;3881989;12;;westmoreland central;1;jamaica labour party;;4324;0.350263267755508
Jamaica;3881989;12;;st. thomas eastern;1;jamaica labour party;;7930;0.511151194572449
Jamaica;3881989;12;;st. ann south western;1;jamaica labour party;;6916;0.59451562166214
Jamaica;3881989;12;;st. andrew eastern;1;people's national party;;5599;0.451495856046677
Jamaica;3881989;12;;st. andrew east central;1;people's national party;;11276;0.733923435211182
Jamaica;3881989;12;;st. catherine south eastern;1;jamaica labour party;;5651;0.408309251070023
Jamaica;3881989;12;;westmoreland south eastern;1;jamaica labour party;;3999;0.360043227672577
Jamaica;3881989;12;;clarendon south western;1;people's national party;;8307;0.634364247322083
Jamaica;3881989;12;;st. catherine east central;1;jamaica labour party;;5070;0.342243820428848
Jamaica;3881989;12;;st. andrew east rural;1;jamaica labour party;;6686;0.486042439937592
Jamaica;3881989;12;;st. thomas eastern;1;people's national party;;7462;0.480984926223755
Jamaica;3881989;12;;st. elizabeth north western;1;people's national party;;6111;0.478655904531479
Jamaica;3881989;12;;st. james southern;1;independent;;452;0.0367778688669205
Jamaica;3881989;12;;st. thomas eastern;1;independent;;122;0.00786386523395777
Jamaica;3881989;12;;st. ann south eastern;1;jamaica labour party;;3290;0.266483068466187
Jamaica;3881989;12;;hanover western;1;jamaica labour party;;6096;0.415428638458252
Jamaica;3881989;12;;clarendon north western;1;people's national party;;7339;0.523690581321716
Jamaica;3881989;12;;st. andrew western;1;independent;;40;0.00227777450345457
Jamaica;3881989;12;;st. catherine north eastern;1;people's national party;;4604;0.44508895277977
Jamaica;3881989;12;;st. ann north western;1;jamaica labour party;;6639;0.46352019906044
Jamaica;3881989;12;;st. andrew western;1;jamaica labour party;;7223;0.411309152841568
Jamaica;3881989;12;;st. catherine north eastern;1;jamaica labour party;;5740;0.554911077022552
Jamaica;3881989;12;;st. elizabeth south western;1;jamaica labour party;;6478;0.464139848947525
Jamaica;3881989;12;;st. mary central;1;jamaica labour party;;4166;0.316830188035965
Jamaica;3881989;12;;st. james west central;1;jamaica labour party;;5165;0.403011858463287
Jamaica;3881989;12;;clarendon northern;1;jamaica labour party;;6135;0.466539919376373
Jamaica;3881989;12;;kingston central;1;people's national party;;7627;0.569816946983337
Jamaica;3881989;12;;st. andrew west central;1;people's national party;;13102;0.556112051010132
Jamaica;3881989;12;;hanover eastern;1;people's national party;;6700;0.559779405593872
Jamaica;3881989;12;;st. andrew southern;1;people's national party;;14798;0.74399197101593
Jamaica;3881989;12;;st. andrew western;1;people's national party;;10298;0.586413085460663
Jamaica;3881989;12;;st. mary south eastern;1;jamaica labour party;;6476;0.469445437192917
Jamaica;3881989;12;;st. catherine west central;1;people's national party;;5250;0.452976703643799
Jamaica;3881989;12;;st. andrew north central;1;jamaica labour party;;7017;0.577008485794067
Jamaica;3881989;12;;clarendon south eastern;1;people's national party;;7295;0.499862968921661
Jamaica;3881989;12;;st. catherine southern;1;people's national party;;8325;0.514746785163879
Jamaica;3881989;12;;st. james west central;1;people's national party;;7651;0.596988141536713
Jamaica;3881989;12;;manchester north western;1;people's national party;;7787;0.637912690639496
Jamaica;3881989;12;;st. andrew south western;1;jamaica labour party;;396;0.0208717659115791
Jamaica;3881989;12;;st. catherine north western;1;people's national party;;8904;0.692218005657196
Jamaica;3881989;12;;manchester north western;1;jamaica labour party;;4420;0.362087339162827
Jamaica;3881989;12;;trelawny northern;1;people's national party;;10103;0.595099270343781
Jamaica;3881989;12;;kingston western;1;people's national party;;2615;0.182115748524666
Jamaica;3881989;12;;trelawny southern;1;jamaica labour party;;5662;0.492390632629395
Jamaica;3881989;12;;kingston central;1;jamaica labour party;;5758;0.430183053016663
Jamaica;3881989;12;;st. andrew west rural;1;jamaica labour party;;8074;0.497045069932938
Jamaica;3881989;12;;clarendon south eastern;1;jamaica labour party;;7299;0.500137031078339
Jamaica;3881989;12;;st. elizabeth north eastern;1;people's national party;;9042;0.624663233757019
Jamaica;3881989;12;;westmoreland north eastern;1;jamaica labour party;;4331;0.374653965234756
Jamaica;3881989;12;;st. catherine south western;1;jamaica labour party;;7044;0.448776751756668
Jamaica;3881989;12;;st. andrew west central;1;jamaica labour party;;10458;0.443887948989868
Jamaica;3881989;12;;kingston western;1;jamaica labour party;;11744;0.817884266376495
Jamaica;3881989;12;;st. james east central;1;people's national party;;5656;0.551589608192444
Jamaica;3881989;12;;st. andrew south western;1;people's national party;;18577;0.979128241539001
Jamaica;3881989;12;;manchester central;1;jamaica labour party;;6655;0.474036604166031
Jamaica;3881989;12;;st. catherine central;1;jamaica labour party;;12062;0.637728691101074
Jamaica;3881989;12;;st. thomas western;1;jamaica labour party;;9390;0.545549631118774
Jamaica;3881989;12;;westmoreland south eastern;1;people's national party;;7108;0.639956772327423
Jamaica;3881989;12;;st. catherine west central;1;jamaica labour party;;6340;0.547023296356201
Jamaica;3881989;12;;st. andrew south eastern;1;jamaica labour party;;5371;0.454053610563278
Jamaica;3881989;12;;st. catherine south eastern;1;people's national party;;8189;0.5916907787323
Jamaica;3881989;12;;st. ann north eastern;1;jamaica labour party;;6227;0.395139276981354
Jamaica;3881989;12;;manchester southern;1;people's national party;;8615;0.605879485607147
Jamaica;3881989;12;;st. andrew eastern;1;jamaica labour party;;6802;0.548504173755646
Jamaica;3881989;12;;clarendon south western;1;jamaica labour party;;4788;0.365635752677917
Jamaica;3881989;12;;st. james north western;1;jamaica labour party;;6108;0.411008685827255
Jamaica;3881989;12;;westmoreland western;1;people's national party;;8755;0.668831169605255
Jamaica;3881989;12;;clarendon north central;1;people's national party;;4895;0.432267755270004
Jamaica;3881989;12;;clarendon north central;1;jamaica labour party;;6429;0.567732274532318
Jamaica;3881989;12;;portland western;1;people's national party;;6848;0.533957123756409
Jamaica;3881989;12;;st. ann south western;1;people's national party;;4717;0.405484408140182
Jamaica;3881989;12;;st. ann south eastern;1;people's national party;;9056;0.733516931533813
Jamaica;3881989;12;;portland eastern;1;people's national party;;8799;0.577931046485901
Jamaica;3881989;12;;st. elizabeth north eastern;1;jamaica labour party;;5433;0.375336796045303
Jamaica;3881989;12;;st. andrew north central;1;people's national party;;5144;0.422991544008255
Jamaica;3881989;12;;hanover eastern;1;jamaica labour party;;5269;0.440220564603806
Jamaica;3881989;12;;st. elizabeth south western;1;people's national party;;7479;0.535860121250153
Jamaica;3881989;12;;st. mary western;1;jamaica labour party;;6520;0.417707741260529
Jamaica;3881989;12;;clarendon central;1;people's national party;;6286;0.481538236141205
Jamaica;3881989;12;;trelawny northern;1;jamaica labour party;;6874;0.404900759458542
Jamaica;3881989;12;;st. andrew west rural;1;people's national party;;8170;0.502954959869385
Jamaica;3881989;12;;st. james southern;1;people's national party;;7980;0.649308383464813
Jamaica;3881989;12;;st. james east central;1;jamaica labour party;;4598;0.448410362005234
Jamaica;3881989;12;;st. andrew east rural;1;people's national party;;7070;0.513957560062408
Jamaica;3881989;12;;st. james southern;1;jamaica labour party;;3858;0.313913762569427
Jamaica;3881989;12;;kingston east & port royal;1;jamaica labour party;;2392;0.191728115081787
Jamaica;3881989;12;;portland western;1;jamaica labour party;;5977;0.466042876243591
Jamaica;3881989;12;;st. elizabeth south eastern;1;people's national party;;8162;0.570529818534851
Jamaica;3881989;12;;westmoreland north eastern;1;people's national party;;7229;0.625346004962921
Jamaica;3881989;12;;st. andrew east central;1;jamaica labour party;;4088;0.266076534986496
Jamaica;3881989;12;;st. catherine central;1;people's national party;;6852;0.362271338701248
Jamaica;3881989;12;;westmoreland central;1;people's national party;;8021;0.649736762046814
Jamaica;3881989;12;;st. catherine south western;1;people's national party;;8652;0.55122321844101
Jamaica;3881989;12;;kingston east & port royal;1;people's national party;;10084;0.808271884918213
Jamaica;3881989;12;;st. andrew north western;1;people's national party;;5159;0.488958388566971
Jamaica;3881989;12;;clarendon northern;1;people's national party;;7015;0.533460080623627
Jamaica;3881989;12;;st. ann north western;1;people's national party;;7684;0.536479771137238
Jamaica;3881989;12;;st. mary central;1;people's national party;;8983;0.683169841766357
Jamaica;3881989;12;;st. andrew south eastern;1;people's national party;;6444;0.544762849807739
Jamaica;3881989;12;;st. catherine north western;1;jamaica labour party;;3959;0.307782024145126
Jamaica;3881989;12;;st. mary south eastern;1;people's national party;;7319;0.530554533004761
Jamaica;3881989;12;;st. andrew southern;1;jamaica labour party;;5092;0.256008058786392
Jamaica;3881989;12;;st. catherine southern;1;jamaica labour party;;7848;0.485253185033798
Jamaica;3881989;12;;st. mary western;1;people's national party;;9089;0.582292258739471
Jamaica;3881989;12;;st. ann north eastern;1;people's national party;;9532;0.604860723018646
Jamaica;3881989;12;;westmoreland western;1;jamaica labour party;;4335;0.331168830394745
Jamaica;3881989;12;;hanover western;1;people's national party;;8578;0.584571361541748
Jamaica;3881989;12;;st. catherine east central;1;people's national party;;9744;0.657756149768829
Jamaica;3881989;12;;manchester southern;1;jamaica labour party;;5604;0.394120544195175
Jamaica;3881989;12;;st. elizabeth south eastern;1;jamaica labour party;;6144;0.429470151662827
Jamaica;3881989;12;;st. thomas western;1;people's national party;;7822;0.454450368881226
Jamaica;3881989;12;;trelawny southern;1;people's national party;;5837;0.507609367370605
Jamaica;3881989;12;;portland eastern;1;jamaica labour party;;6426;0.422068953514099
Jamaica;3881989;12;;st. elizabeth north western;1;jamaica labour party;;6656;0.521344065666199
Jamaica;3881989;12;;st. andrew south eastern;1;independent;;14;0.0011835319455713
Jamaica;3881993;2;;st. andrew west central;1;jamaica labour party;;6193;0.34468749165535
Jamaica;3881993;2;;portland eastern;1;jamaica labour party;;3778;0.361012905836105
Jamaica;3881993;2;;st. andrew west central;1;people's national party;;11774;0.655312538146973
Jamaica;3881993;2;;hanover western;1;jamaica labour party;;4396;0.406247109174728
Jamaica;3881993;2;;st. andrew southern;1;jamaica labour party;;5493;0.243408516049385
Jamaica;3881993;2;;westmoreland western;1;jamaica labour party;;4869;0.406970918178558
Jamaica;3881993;2;;st. andrew west rural;1;people's national party;;4068;0.514220714569092
Jamaica;3881993;2;;st. andrew north western;1;jamaica labour party;;2311;0.508918762207031
Jamaica;3881993;2;;st. mary south eastern;1;jamaica labour party;;5342;0.481391370296478
Jamaica;3881993;2;;manchester central;1;jamaica labour party;;4356;0.421439617872238
Jamaica;3881993;2;;st. andrew western;1;people's national party;;11837;0.868770658969879
Jamaica;3881993;2;;manchester north western;1;jamaica labour party;;2651;0.311992466449738
Jamaica;3881993;2;;st. ann north western;1;jamaica labour party;;5431;0.487391173839569
Jamaica;3881993;2;;hanover eastern;1;jamaica labour party;;4554;0.421861976385117
Jamaica;3881993;2;;st. ann south eastern;1;people's national party;;7196;0.787136316299438
Jamaica;3881993;2;;st. thomas western;1;people's national party;;7478;0.595524430274963
Jamaica;3881993;2;;st. catherine east central;1;jamaica labour party;;2172;0.239973485469818
Jamaica;3881993;2;;westmoreland southern;1;jamaica labour party;;2708;0.242304936051369
Jamaica;3881993;2;;kingston central;1;jamaica labour party;;6641;0.424155324697495
Jamaica;3881993;2;;trelawny northern;1;people's national party;;7847;0.54797488451004
Jamaica;3881993;2;;st. mary western;1;jamaica labour party;;4929;0.405512124300003
Jamaica;3881993;2;;st. andrew east central;1;jamaica labour party;;2924;0.180705770850182
Jamaica;3881993;2;;st. catherine southern;1;people's national party;;4906;0.656936287879944
Jamaica;3881993;2;;st. andrew south eastern;1;people's national party;;7320;0.708341419696808
Jamaica;3881993;2;;clarendon central;1;jamaica labour party;;6777;0.56815892457962
Jamaica;3881993;2;;manchester central;1;people's national party;;5980;0.578560352325439
Jamaica;3881993;2;;st. james north western;1;people's national party;;5071;0.550179004669189
Jamaica;3881993;2;;st. ann south western;1;jamaica labour party;;4887;0.500153541564941
Jamaica;3881993;2;;st. james east central;1;jamaica labour party;;4215;0.481164395809174
Jamaica;3881993;2;;st. ann south eastern;1;jamaica labour party;;1946;0.212863698601723
Jamaica;3881993;2;;st. thomas eastern;1;jamaica labour party;;5645;0.439504832029343
Jamaica;3881993;2;;st. elizabeth north western;1;people's national party;;5312;0.51393187046051
Jamaica;3881993;2;;st. ann north eastern;1;jamaica labour party;;4876;0.432001411914825
Jamaica;3881993;2;;clarendon north western;1;jamaica labour party;;4927;0.454772025346756
Jamaica;3881993;2;;clarendon north central;1;jamaica labour party;;3428;0.402536392211914
Jamaica;3881993;2;;st. catherine south eastern;1;people's national party;;9898;0.797839760780334
Jamaica;3881993;2;;st. elizabeth south eastern;1;people's national party;;6708;0.54061895608902
Jamaica;3881993;2;;st. mary western;1;people's national party;;7226;0.594487845897675
Jamaica;3881993;2;;st. elizabeth south western;1;jamaica labour party;;6134;0.483525156974792
Jamaica;3881993;2;;st. thomas eastern;1;people's national party;;7199;0.56049519777298
Jamaica;3881993;2;;hanover western;1;people's national party;;6425;0.593752861022949
Jamaica;3881993;2;;st. mary central;1;people's national party;;6783;0.692354798316956
Jamaica;3881993;2;;st. andrew south western;1;people's national party;;16439;0.9956995844841
Jamaica;3881993;2;;manchester southern;1;people's national party;;6057;0.562970519065857
Jamaica;3881993;2;;portland western;1;jamaica labour party;;4440;0.431612700223923
Jamaica;3881993;2;;st. catherine west central;1;people's national party;;2985;0.492981016635895
Jamaica;3881993;2;;clarendon north western;1;independent;;59;0.00544581888243556
Jamaica;3881993;2;;manchester north western;1;people's national party;;5846;0.688007533550262
Jamaica;3881993;2;;clarendon northern;1;independent;;33;0.00313628581352532
Jamaica;3881993;2;;manchester north eastern;1;jamaica labour party;;6359;0.533338904380798
Jamaica;3881993;2;;st. mary south eastern;1;people's national party;;5755;0.518608629703522
Jamaica;3881993;2;;kingston western;1;people's national party;;613;0.0488173924386501
Jamaica;3881993;2;;hanover eastern;1;people's national party;;6241;0.578138053417206
Jamaica;3881993;2;;kingston eastern & port royal;1;jamaica labour party;;893;0.0776184275746346
Jamaica;3881993;2;;st. andrew western;1;jamaica labour party;;1788;0.131229355931282
Jamaica;3881993;2;;st. andrew north eastern;1;people's national party;;3778;0.504136621952057
Jamaica;3881993;2;;st. james southern;1;people's national party;;5915;0.690117835998535
Jamaica;3881993;2;;st. andrew north central;1;people's national party;;3883;0.511257410049438
Jamaica;3881993;2;;st. catherine north eastern;1;people's national party;;3983;0.51024854183197
Jamaica;3881993;2;;st. mary central;1;independent;;29;0.00296008982695639
Jamaica;3881993;2;;st. catherine south western;1;jamaica labour party;;5663;0.440631806850433
Jamaica;3881993;2;;st. catherine west central;1;jamaica labour party;;3070;0.507018983364105
Jamaica;3881993;2;;portland eastern;1;people's national party;;5300;0.506450057029724
Jamaica;3881993;2;;westmoreland central;1;people's national party;;8954;0.652766644954681
Jamaica;3881993;2;;st. catherine north western;1;people's national party;;6133;0.687941670417786
Jamaica;3881993;2;;st. andrew east rural;1;independent;;719;0.0709492787718773
Jamaica;3881993;2;;kingston central;1;people's national party;;9016;0.575844645500183
Jamaica;3881993;2;;westmoreland southern;1;people's national party;;8468;0.757695078849792
Jamaica;3881993;2;;st. andrew north western;1;people's national party;;2230;0.491081267595291
Jamaica;3881993;2;;st. james west central;1;people's national party;;5215;0.602611482143402
Jamaica;3881993;2;;st. elizabeth north western;1;jamaica labour party;;5024;0.486068099737167
Jamaica;3881993;2;;clarendon north western;1;people's national party;;5848;0.539782166481018
Jamaica;3881993;2;;westmoreland central;1;jamaica labour party;;4763;0.347233355045319
Jamaica;3881993;2;;st. andrew eastern;1;people's national party;;5107;0.53973788022995
Jamaica;3881993;2;;portland western;1;people's national party;;5847;0.568387269973755
Jamaica;3881993;2;;st. ann north western;1;people's national party;;5712;0.512608826160431
Jamaica;3881993;2;;st. catherine north western;1;jamaica labour party;;2782;0.312058329582214
Jamaica;3881993;2;;st. catherine central;1;jamaica labour party;;13456;0.819139242172241
Jamaica;3881993;2;;st. james east central;1;people's national party;;4545;0.518835604190826
Jamaica;3881993;2;;st. andrew east rural;1;people's national party;;6148;0.606670618057251
Jamaica;3881993;2;;st. catherine central;1;people's national party;;2971;0.18086077272892
Jamaica;3881993;2;;st. catherine south eastern;1;jamaica labour party;;2508;0.202160239219666
Jamaica;3881993;2;;clarendon south eastern;1;jamaica labour party;;5215;0.439231872558594
Jamaica;3881993;2;;st. james southern;1;jamaica labour party;;2656;0.309882164001465
Jamaica;3881993;2;;st. elizabeth north eastern;1;people's national party;;7608;0.707852602005005
Jamaica;3881993;2;;st. andrew eastern;1;jamaica labour party;;4355;0.460262089967728
Jamaica;3881993;2;;clarendon northern;1;jamaica labour party;;4429;0.420927584171295
Jamaica;3881993;2;;st. andrew east rural;1;jamaica labour party;;3267;0.322380095720291
Jamaica;3881993;2;;st. catherine east central;1;people's national party;;6879;0.760026514530182
Jamaica;3881993;2;;st. james north western;1;jamaica labour party;;4146;0.449820995330811
Jamaica;3881993;2;;portland eastern;1;independent;;1387;0.132537022233009
Jamaica;3881993;2;;st. andrew south western;1;jamaica labour party;;71;0.00430042389780283
Jamaica;3881993;2;;trelawny northern;1;jamaica labour party;;6473;0.452025145292282
Jamaica;3881993;2;;st. catherine south western;1;independent;;43;0.00334578286856413
Jamaica;3881993;2;;st. catherine south central;1;people's national party;;7548;0.627170741558075
Jamaica;3881993;2;;st. elizabeth south eastern;1;jamaica labour party;;5700;0.45938104391098
Jamaica;3881993;2;;st. catherine south western;1;people's national party;;7146;0.55602240562439
Jamaica;3881993;2;;kingston eastern & port royal;1;people's national party;;10607;0.921947002410889
Jamaica;3881993;2;;clarendon south western;1;people's national party;;6615;0.654173254966736
Jamaica;3881993;2;;st. mary central;1;jamaica labour party;;2985;0.304685115814209
Jamaica;3881993;2;;st. elizabeth north eastern;1;jamaica labour party;;3140;0.292147368192673
Jamaica;3881993;2;;manchester southern;1;jamaica labour party;;4702;0.437029451131821
Jamaica;3881993;2;;st. andrew south eastern;1;jamaica labour party;;3014;0.291658610105515
Jamaica;3881993;2;;st. andrew north central;1;jamaica labour party;;3712;0.488742589950562
Jamaica;3881993;2;;westmoreland western;1;people's national party;;7095;0.593029081821442
Jamaica;3881993;2;;clarendon south western;1;jamaica labour party;;3497;0.345826745033264
Jamaica;3881993;2;;manchester north eastern;1;people's national party;;5564;0.466661065816879
Jamaica;3881993;2;;st. james west central;1;jamaica labour party;;3439;0.397388488054276
Jamaica;3881993;2;;st. ann south western;1;people's national party;;4884;0.499846488237381
Jamaica;3881993;2;;st. andrew east central;1;people's national party;;13257;0.819294214248657
Jamaica;3881993;2;;st. catherine north eastern;1;jamaica labour party;;3823;0.489751487970352
Jamaica;3881993;2;;kingston eastern & port royal;1;independent;;5;0.000434593646787107
Jamaica;3881993;2;;clarendon north central;1;people's national party;;5088;0.597463607788086
Jamaica;3881993;2;;st. ann north eastern;1;people's national party;;6411;0.567998588085175
Jamaica;3881993;2;;st. andrew southern;1;people's national party;;17074;0.756591498851776
Jamaica;3881993;2;;st. andrew west rural;1;jamaica labour party;;3843;0.485779285430908
Jamaica;3881993;2;;clarendon northern;1;people's national party;;6060;0.575936138629913
Jamaica;3881993;2;;st. andrew north eastern;1;jamaica labour party;;3716;0.495863348245621
Jamaica;3881993;2;;trelawny southern;1;jamaica labour party;;5085;0.518348634243011
Jamaica;3881993;2;;st. catherine southern;1;jamaica labour party;;2562;0.343063741922379
Jamaica;3881993;2;;st. catherine south central;1;jamaica labour party;;4487;0.372829258441925
Jamaica;3881993;2;;trelawny southern;1;people's national party;;4725;0.481651365756989
Jamaica;3881993;2;;kingston western;1;jamaica labour party;;11944;0.95118260383606
Jamaica;3881993;2;;clarendon central;1;people's national party;;5151;0.431841045618057
Jamaica;3881993;2;;st. thomas western;1;jamaica labour party;;5079;0.404475599527359
Jamaica;3881993;2;;clarendon south eastern;1;people's national party;;6658;0.560768127441406
Jamaica;3881993;2;;st. elizabeth south western;1;people's national party;;6552;0.516474843025208
Jamaica;3881997;12;;st. catherine central;1;jamaica labour party;;5746;0.499087989330292
Jamaica;3881997;12;;st. catherine south eastern;1;independent;;50;0.00451060011982918
Jamaica;3881997;12;;st. catherine north western;1;jamaica labour party;;3733;0.313118606805801
Jamaica;3881997;12;;st. andrew east rural;1;national democratic movement;;1026;0.0813381969928741
Jamaica;3881997;12;;st. andrew north eastern;1;jamaica labour party;;4779;0.49750155210495
Jamaica;3881997;12;;st. catherine east central;1;people's national party;;7088;0.663981258869171
Jamaica;3881997;12;;kingston central;1;people's national party;;6907;0.593895077705383
Jamaica;3881997;12;;portland eastern;1;people's national party;;7737;0.615954160690308
Jamaica;3881997;12;;westmoreland eastern;1;people's national party;;9874;0.716493725776672
Jamaica;3881997;12;;kingston eastern & port royal;1;jamaica labour party;;1136;0.121070019900799
Jamaica;3881997;12;;st. andrew north central;1;people's national party;;3609;0.376801013946533
Jamaica;3881997;12;;st. james southern;1;national democratic movement;;496;0.0448828153312206
Jamaica;3881997;12;;st. andrew north western;1;national democratic movement;;921;
Jamaica;3881997;12;;clarendon south eastern;1;jamaica labour party;;7242;0.483832180500031
Jamaica;3881997;12;;st. catherine central;1;national democratic movement;;3517;0.305480748414993
Jamaica;3881997;12;;clarendon north western;1;jamaica labour party;;5943;0.444336444139481
Jamaica;3881997;12;;st. mary central;1;people's national party;;7648;0.618570029735565
Jamaica;3881997;12;;kingston western;1;jamaica labour party;;11442;0.844615042209625
Jamaica;3881997;12;;manchester southern;1;people's national party;;8030;0.603986442089081
Jamaica;3881997;12;;kingston central;1;independent;;10;0.000859845255035907
Jamaica;3881997;12;;st. mary western;1;people's national party;;8245;0.550437271595001
Jamaica;3881997;12;;st. andrew east central;1;national democratic movement;;421;0.0393936559557915
Jamaica;3881997;12;;st. mary central;1;national democratic movement;;168;0.0135878352448344
Jamaica;3881997;12;;st. elizabeth north western;1;independent;;54;0.00459926761686802
Jamaica;3881997;12;;portland western;1;jamaica labour party;;4129;0.396599739789963
Jamaica;3881997;12;;st. mary western;1;jamaica labour party;;6441;0.430002003908157
Jamaica;3881997;12;;st. andrew east central;1;jamaica labour party;;2455;0.229718342423439
Jamaica;3881997;12;;st. catherine southern;1;people's national party;;7532;0.566827237606049
Jamaica;3881997;12;;st. andrew west rural;1;people's national party;;6802;0.487528681755066
Jamaica;3881997;12;;hanover western;1;jamaica labour party;;4811;0.379207074642181
Jamaica;3881997;12;;st. james east central;1;national democratic movement;;435;0.0380311235785484
Jamaica;3881997;12;;clarendon south western;1;national democratic movement;;315;0.0250258203595877
Jamaica;3881997;12;;kingston central;1;jamaica labour party;;4643;0.399226129055023
Jamaica;3881997;12;;st. andrew north western;1;independent;;;
Jamaica;3881997;12;;hanover western;1;national democratic movement;;898;0.0707811117172241
Jamaica;3881997;12;;westmoreland western;1;national democratic movement;;3265;0.216039165854454
Jamaica;3881997;12;;st. andrew eastern;1;national democratic movement;;1293;0.117215119302273
Jamaica;3881997;12;;st. andrew southern;1;jamaica labour party;;1206;0.078592374920845
Jamaica;3881997;12;;clarendon north western;1;people's national party;;5739;0.429084122180939
Jamaica;3881997;12;;st. ann north western;1;people's national party;;8232;0.544840812683105
Jamaica;3881997;12;;st. thomas eastern;1;people's national party;;7525;0.549109756946564
Jamaica;3881997;12;;st. james north western;1;independent;;28;0.00183558405842632
Jamaica;3881997;12;;st. catherine south central;1;jamaica labour party;;3164;0.243440791964531
Jamaica;3881997;12;;portland eastern;1;independent;;173;0.0137727884575725
Jamaica;3881997;12;;st. andrew north eastern;1;independent;;38;0.00395586108788848
Jamaica;3881997;12;;st. catherine south western;1;people's national party;;8267;0.514244854450226
Jamaica;3881997;12;;st. elizabeth north eastern;1;people's national party;;10058;0.689140141010284
Jamaica;3881997;12;;st. james west central;1;people's national party;;5873;0.500383377075195
Jamaica;3881997;12;;st. catherine southern;1;jamaica labour party;;4971;0.374096930027008
Jamaica;3881997;12;;st. catherine east central;1;jamaica labour party;;2967;0.277939110994339
Jamaica;3881997;12;;st. andrew south eastern;1;jamaica labour party;;3236;0.336522459983826
Jamaica;3881997;12;;westmoreland eastern;1;jamaica labour party;;3733;0.270880192518234
Jamaica;3881997;12;;st. andrew east rural;1;jamaica labour party;;4819;0.382035821676254
Jamaica;3881997;12;;st. andrew eastern;1;people's national party;;5112;0.463421255350113
Jamaica;3881997;12;;st. thomas western;1;independent;;70;0.00456561427563429
Jamaica;3881997;12;;st. catherine west central;1;national democratic movement;;499;0.0436914451420307
Jamaica;3881997;12;;st. andrew north western;1;jamaica labour party;;4686;
Jamaica;3881997;12;;trelawny southern;1;national democratic movement;;1160;0.110046483576298
Jamaica;3881997;12;;manchester north eastern;1;people's national party;;5568;0.387096762657166
Jamaica;3881997;12;;st. andrew east central;1;people's national party;;7811;0.73088800907135
Jamaica;3881997;12;;portland eastern;1;jamaica labour party;;4438;0.353315830230713
Jamaica;3881997;12;;portland eastern;1;national democratic movement;;213;0.0169572494924068
Jamaica;3881997;12;;manchester southern;1;national democratic movement;;299;0.022489657625556
Jamaica;3881997;12;;clarendon central;1;people's national party;;4800;0.374123156070709
Jamaica;3881997;12;;st. ann north eastern;1;people's national party;;9150;0.546921670436859
Jamaica;3881997;12;;st. elizabeth south eastern;1;jamaica labour party;;6160;0.41576674580574
Jamaica;3881997;12;;st. elizabeth north western;1;people's national party;;5439;0.463248431682587
Jamaica;3881997;12;;clarendon northern;1;national democratic movement;;223;0.0190777648240328
Jamaica;3881997;12;;st. andrew north western;1;people's national party;;3810;
Jamaica;3881997;12;;st. ann south western;1;national democratic movement;;500;0.0395194441080093
Jamaica;3881997;12;;st. mary south eastern;1;national democratic movement;;556;0.0463256128132343
Jamaica;3881997;12;;st. catherine north western;1;people's national party;;7773;0.651987910270691
Jamaica;3881997;12;;st. catherine south eastern;1;people's national party;;6819;0.615155637264252
Jamaica;3881997;12;;st. andrew north eastern;1;national democratic movement;;1459;0.151884242892265
Jamaica;3881997;12;;st. elizabeth south eastern;1;people's national party;;8164;0.551025927066803
Jamaica;3881997;12;;st. catherine south eastern;1;national democratic movement;;934;0.0842580050230026
Jamaica;3881997;12;;kingston central;1;national democratic movement;;70;0.00601891661062837
Jamaica;3881997;12;;st. andrew north central;1;national democratic movement;;1411;0.14731676876545
Jamaica;3881997;12;;clarendon northern;1;people's national party;;6847;0.585764408111572
Jamaica;3881997;12;;clarendon north central;1;people's national party;;5674;0.503237247467041
Jamaica;3881997;12;;st. james east central;1;people's national party;;5851;0.511540472507477
Jamaica;3881997;12;;st. andrew west central;1;national democratic movement;;27;0.00254285172559321
Jamaica;3881997;12;;st. ann south western;1;independent;;40;0.00316155538894236
Jamaica;3881997;12;;st. andrew north eastern;1;people's national party;;3330;0.34665834903717
Jamaica;3881997;12;;westmoreland central;1;people's national party;;10863;0.600165724754333
Jamaica;3881997;12;;manchester central;1;jamaica labour party;;5305;0.373354911804199
Jamaica;3881997;12;;st. andrew south eastern;1;national democratic movement;;683;0.0710274577140808
Jamaica;3881997;12;;clarendon south western;1;jamaica labour party;;4535;0.360292375087738
Jamaica;3881997;12;;hanover western;1;people's national party;;6978;0.550011813640594
Jamaica;3881997;12;;st. mary south eastern;1;people's national party;;6470;0.539076805114746
Jamaica;3881997;12;;st. andrew north western;1;independent;;38;
Jamaica;3881997;12;;st. andrew western;1;independent;;31;0.00233222986571491
Jamaica;3881997;12;;st. catherine south western;1;independent;;55;0.00342124910093844
Jamaica;3881997;12;;hanover eastern;1;people's national party;;5622;0.551554977893829
Jamaica;3881997;12;;st. catherine south central;1;people's national party;;9646;0.742171287536621
Jamaica;3881997;12;;trelawny northern;1;people's national party;;9397;0.566562175750732
