CD_YEAR|CD_MUNTY_REFNIS|MS_NBR_NON_ZERO_INC|MS_NBR_ZERO_INC|MS_TOT_NET_TAXABLE_INC|MS_TOT_NET_INC|MS_NBR_TOT_NET_INC|MS_REAL_ESTATE_NET_INC|MS_NBR_REAL_ESTATE_NET_INC|MS_TOT_NET_MOV_ASS_INC|MS_NBR_NET_MOV_ASS_INC|MS_TOT_NET_VARIOUS_INC|MS_NBR_NET_VARIOUS_INC|MS_TOT_NET_PROF_INC|MS_NBR_NET_PROF_INC|MS_SEP_TAXABLE_INC|MS_NBR_SEP_TAXABLE_INC|MS_JOINT_TAXABLE_INC|MS_NBR_JOINT_TAXABLE_INC|MS_TOT_DEDUCT_SPEND|MS_NBR_DEDUCT_SPEND|MS_TOT_STATE_TAXES|MS_NBR_STATE_TAXES|MS_TOT_MUNICIP_TAXES|MS_NBR_MUNICIP_TAXES|MS_TOT_SUBURBS_TAXES|MS_NBR_SUBURBS_TAXES|MS_TOT_TAXES|MS_NBR_TOT_TAXES|MS_TOT_RESIDENTS|TX_MUNTY_DESCR_NL|TX_MUNTY_DESCR_FR|CD_DSTR_REFNIS|TX_ADM_DSTR_DESCR_NL|TX_ADM_DSTR_DESCR_FR|CD_PROV_REFNIS|TX_PROV_DESCR_NL|TX_PROV_DESCR_FR|CD_RGN_REFNIS|TX_RGN_DESCR_NL|TX_RGN_DESCR_FR
2013|23081|6423|408|244585829.85|249843139.8|6423|3083951.2|892|697049.21|171|385269.41|115|245676869.98|6365|10382811.35|1533|234203018.5|6422|5257309.95|1336|62724473.18|5544|4310524.8|5255|0|0|67034997.98|5547|11744|Steenokkerzeel|Steenokkerzeel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23086|8261|470|238233969.35|240605901.67|8261|1883574.34|738|79329.03|40|320383.62|115|238322614.68|8229|7084612.25|1807|231149357.1|8258|2371932.32|2310|60618375.93|6428|4091587.36|6313|0|0|64709963.29|6432|14625|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23086|8413|521|249692040.96|252685456.66|8413|1996359.57|758|92394.58|41|341523.41|112|250255179.1|8381|7401507.38|1842|242290533.58|8412|2993415.7|2210|63148827.02|6636|4264174.73|6524|0|0|67413001.75|6639|14765|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23086|8481|317|260874214.22|264529475.6|8481|1966616.88|751|53726.35|50|406259.13|134|262102873.24|8446|10269582.5|1934|250604631.72|8475|3655261.38|2442|65691144.27|6690|4453094.31|6588|0|0|70144238.58|6706|14781|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23086|8648|378|273197438.52|277442538.98|8648|2106750.57|756|154691.89|87|400835.09|125|274780261.43|8608|9211966.04|2009|263985472.48|8647|4245100.46|2499|69183291.17|6871|4702897.74|6727|0|0|73886188.91|6907|14964|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23086|8535|471|287761191.23|292802187.26|8535|2161807.28|795|317716.76|94|277817.82|123|290044845.4|8503|16521038.55|1920|271240152.68|8533|5040996.03|2679|69902767.81|6844|4840678.83|6682|0|0|74743446.64|6882|15006|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23086|8732|574|288267530.41|294174202.78|8732|2208527.06|829|382850.62|124|326287.64|131|291256537.46|8696|14281330.33|1951|273986200.08|8730|5906672.37|2888|71005846.16|7050|4816126.49|6818|0|0|75821972.65|7065|15071|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23086|8665|455|295740002.4|302278924.02|8665|2309320.53|847|567924.7|159|326179.74|109|299075499.05|8628|12321294.61|1994|283418707.79|8659|6538921.62|2899|72846091.1|7337|4937700.88|6885|0|0|77783791.98|7338|15142|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23086|8669|400|310308042.61|316740673.92|8669|2490366.36|875|1967606.46|260|604641.66|95|311678059.44|8633|14848522.28|1906|295459520.33|8668|6432631.31|1784|77142378.33|7357|5199508.53|6917|0|0|82341886.86|7358|15318|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23086|8654|434|315788766.23|322746921.03|8654|2751212.32|1061|476383.85|207|323793.1|100|319195531.76|8620|11463551.33|1931|304325214.9|8653|6958154.8|1855|79489122.26|7372|5386110.83|6945|0|0|84875233.09|7374|15319|Ternat|Ternat|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23088|20926|1554|535599388.81|540713348.25|20926|4105986.77|1309|599943.15|115|807417.22|356|535200001.11|20780|19709155.24|4616|515890233.57|20918|5113959.44|5400|124990618.92|16253|9817892.7|15536|0|0|134808511.62|16259|37324|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23088|21330|1550|555074478.22|562123501.6|21330|4319839.66|1358|231471.56|119|832753.73|353|556739436.65|21190|18682847.63|4986|536391630.59|21324|7049023.38|5580|130180587.78|16645|10216987.28|15900|0|0|140397575.06|16647|37964|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23088|21669|1549|585888850.13|594794336.74|21669|4259854.72|1333|258158.52|162|702901.13|342|589573422.37|21517|26884943.71|5420|559003906.42|21660|8905486.61|6177|137028517.99|16777|10815114.3|16078|0|0|147843632.29|16819|38557|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23088|21943|1631|612020226.88|623046834.81|21943|4380469.95|1340|439423.63|241|705157.83|314|617521783.4|21816|23798379.9|5504|588221846.98|21930|11026607.93|6433|143074029.18|17257|11325691.06|16409|0|0|154399720.24|17333|39097|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23088|22028|1775|629971204.66|643309029.47|22028|4631775.67|1392|500274.27|254|721849.47|352|637455130.06|21891|28777364.61|5221|601193840.05|22023|13337824.81|6992|140640238.51|17346|10934943.69|16433|0|0|151575182.2|17449|39628|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23088|22366|1926|630124093.08|645314821.65|22366|4823292.36|1465|474015.46|293|734703.79|343|639282810.04|22229|19460635.79|5472|610663457.29|22360|15190728.57|7377|143455771.16|17848|10896903.79|16743|0|0|154352674.95|17919|40493|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23088|22336|1610|663411397.59|680631937.08|22336|4973287.61|1503|551656.11|386|658045.27|345|674448948.09|22192|26524678.79|5521|636886718.8|22333|17220539.49|7302|152540549.09|18922|11554234.11|16917|0|0|164094783.2|18925|41005|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23088|22058|1494|684416741.8|701474534.75|22058|5197568.69|1520|2335298.14|567|623582.29|321|693318085.63|21922|25168170.12|5518|659248571.68|22056|17057792.95|4506|158374666.88|18872|11957035.58|16879|0|0|170331702.46|18874|41432|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23088|22219|1599|699982556.09|718701229.55|22219|5856489.96|1746|1007640.35|487|653728.51|315|711183370.73|22060|23934725.97|5451|676047830.12|22211|18718673.46|4685|161859989.29|18740|11473546.3|16797|0|0|173333535.59|18745|41843|Vilvoorde|Vilvorde|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23094|15119|1774|436249613.22|440328075.12|15119|6054165.1|1609|281174.45|121|1020362.46|381|432972373.11|14929|20287735.1|3337|415961878.12|15113|4078461.9|4088|112892424.37|11977|5536420.68|11604|0|0|118428845.05|11982|28651|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23094|15381|1691|455710789.5|460808475.64|15381|6544132.13|1710|338768.32|138|1498086.13|357|452427489.06|15201|22287876.62|3701|433422912.88|15374|5097686.14|4059|117134240.42|12196|5763646.06|11820|0|0|122897886.48|12209|29034|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23094|15694|1428|477655464.71|483975041.03|15694|6516709.53|1663|524624.06|181|1111163.46|400|475822543.98|15515|27715045.62|3828|449940419.09|15687|6319576.32|4434|121044171.79|12427|5966274.54|11999|0|0|127010446.33|12462|29500|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23094|15927|1908|499857246.44|507632274.97|15927|6735618.25|1725|738705.88|252|1180805.19|387|498977145.65|15734|25495658.76|4014|474361587.68|15915|7775028.53|4667|127764947.55|12653|6325352.77|12232|0|0|134090300.32|12731|29907|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23094|16099|1911|517955405.15|527151835.78|16099|7087484.07|1744|616111.19|266|1419787.5|420|518028453.02|15928|29353085.11|3764|488602320.04|16089|9196430.63|5097|127343980.79|12850|6428164|12349|0|0|133772144.79|12934|30446|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23094|16389|2614|524210746.77|534716039.57|16389|7287428.05|1824|699938.45|301|938212.54|351|525790460.53|16229|23277026.87|3973|500933719.9|16378|10505292.8|5443|131023501.67|13220|6486092.22|12554|0|0|137509593.89|13261|31243|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23094|16455|2373|545782572.91|557449154.39|16455|7727555.53|1882|849567.08|395|930110.37|349|547941921.41|16294|27483491.44|4122|518299081.47|16449|11666581.48|5418|135534912.21|13985|6717296.86|12677|0|0|142252209.07|13999|31715|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23094|16323|2232|569011599.55|580254549.43|16323|8220946.72|1961|2929042.71|644|946091.64|320|568158468.36|16141|30170973.51|4013|538840626.04|16313|11242949.88|3014|143187081.66|14029|7061215.93|12763|0|0|150248297.59|14042|31960|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23094|16567|2372|581938473.61|593963393.51|16567|9419973.54|2278|1751864.33|586|1016999.27|312|581774556.37|16350|27561397.42|4024|554377076.19|16558|12024919.9|3087|146548164.23|14062|7240999.91|12825|0|0|153789164.14|14072|32388|Zaventem|Zaventem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23096|11894|643|371842106.8|375110347.58|11894|3030783.52|1165|245799.13|109|618841.03|316|371214923.9|11748|15084931.28|2583|356757175.52|11890|3268240.78|3678|98158177.53|9497|6759680.14|9386|0|0|104917857.67|9502|21327|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23096|12055|658|386921003.17|391138084.45|12055|3192659.01|1182|286508.46|122|611881.24|326|387047035.74|11912|13545001.14|2710|373376002.03|12052|4217081.28|3523|102213057.15|9655|7028112.3|9525|0|0|109241169.45|9658|21553|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23096|12214|687|411322410.91|416708594.66|12214|3177841.64|1167|250251.93|132|833836.12|353|412446664.97|12052|19434150.29|2890|391888260.62|12207|5386183.75|3875|108570373.39|9799|7532928.67|9676|0|0|116103302.06|9824|21700|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23096|12312|684|426643511.12|433130769.98|12312|3239367.32|1202|435010.39|193|701326.93|330|428755065.34|12154|16540475.23|2884|410103035.89|12304|6487258.86|3971|113227634.13|9918|7825223.97|9758|0|0|121052858.1|9968|21837|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23096|12332|788|447820276.04|455393429.36|12332|3404198.71|1235|413527.94|190|709410|332|450866292.71|12170|28464211.65|2844|419356064.39|12330|7573153.32|4177|113778417.93|9949|8006832.64|9783|0|0|121785250.57|10003|21928|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23096|12285|844|442717903.34|451346901.51|12285|3551185.07|1289|969449.59|218|706285.14|307|446119981.71|12125|19901534.95|2826|422816368.39|12279|8628998.17|4422|115681037.51|10046|7971052.08|9786|0|0|123652089.59|10071|21960|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23096|12400|654|467616351.47|477540830.61|12400|3783577.6|1321|1142036.9|256|681409.03|300|471933807.08|12247|24470887.19|2940|443145464.28|12393|9924479.14|4515|121618110.15|10530|8395710.31|9933|0|0|130013820.46|10537|22249|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23096|12301|574|491472208.35|501356016.15|12301|3805901.15|1365|3305009.83|435|641489.13|304|493603616.04|12163|27494853.04|2944|463977355.31|12295|9883807.8|2723|129281719.81|10553|8872817.11|9986|0|0|138154536.92|10558|22437|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23096|12370|591|505357764.89|516382507.8|12370|4301217.64|1604|1934398.08|407|640865.07|274|509506027.01|12235|25193656.77|3030|480164108.12|12363|11024742.91|2822|134338525.13|10671|9279799.97|10123|0|0|143618325.1|10679|22587|Zemst|Zemst|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23097|5986|347|170352467.24|171660832.02|5986|1593102.17|801|72136.94|32|222299.9|80|169773293.01|5953|6302789.66|1216|164049677.58|5986|1308364.78|1577|42429648.11|4584|3106933.62|4516|0|0|45536581.73|4585|10745|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23097|6066|335|176525619.35|178155342.3|6066|1584590.27|827|54778.57|34|247614|89|176268359.46|6030|6914136.38|1271|169611482.97|6065|1629722.95|1448|43925238.34|4670|3220997.4|4584|0|0|47146235.74|4674|10788|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23097|6110|389|185391806.15|187632805.7|6110|1699180.89|814|74277.03|41|220569.97|81|185638777.81|6082|8930658.75|1341|176461147.4|6106|2240999.55|1621|45603159.24|4732|3368827.77|4662|0|0|48971987.01|4738|10934|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23097|6259|402|193633583.8|196414145.71|6259|1702658.08|819|88068.65|59|209890.24|84|194413528.74|6222|6266269.97|1358|187367313.83|6258|2780561.91|1676|47912866.47|4898|3546142.52|4792|0|0|51459008.99|4922|11136|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23097|6256|438|202704894.11|205994220.42|6256|1832483.72|825|104333.63|66|217718.55|84|203839684.52|6217|11488006.1|1334|191216888.01|6255|3289326.31|1813|47785716.66|4913|3609568.77|4776|0|0|51395285.43|4942|11163|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23097|6287|470|203514141.08|207428073.23|6287|2025059.33|856|175639.28|92|195340.68|85|205032033.94|6245|9589377.67|1391|193924763.41|6285|3913932.15|1984|48881090.86|5016|3608805.34|4841|0|0|52489896.2|5032|11297|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23097|6306|385|212575715.08|217025832.48|6306|2114737.62|853|231130.32|97|216051.5|86|214463913.04|6261|10752335.91|1355|201823379.17|6299|4450117.4|1988|51232355.22|5234|3770317.66|4875|0|0|55002672.88|5236|11260|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23097|6165|329|218527058.38|222955902.82|6165|2112498.18|838|1040427|167|185796.89|79|219617180.75|6132|10957103.09|1386|207569955.29|6164|4428844.44|1216|53117562.67|5192|3896172.65|4861|0|0|57013735.32|5194|11265|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23097|6138|358|224483842.43|229363386.43|6138|2502925.86|991|523908.94|163|209983.23|78|226126568.4|6104|11086502.47|1353|213397339.96|6134|4879544|1276|55358514.96|5207|4071432.35|4878|0|0|59429947.31|5207|11277|Roosdaal|Roosdaal|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23098|2746|103|65851993.38|66435862.6|2746|939974.76|221|47432.09|19|212939.62|86|65235516.13|2697|2473795.34|571|63378198.04|2746|583869.22|591|14950799.41|2132|1028471.19|2046|0|0|15979270.6|2134|4876|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23098|2793|263|67383638.16|68097075.95|2793|896957.51|218|39035.77|18|301076.95|85|66860005.72|2750|2058554.71|604|65325083.45|2792|713437.79|615|15259989.69|2119|1048712.67|2030|0|0|16308702.36|2121|4822|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23098|2835|283|70651677.55|71630423.53|2835|806986.86|206|42298.31|25|258913.34|82|70522225.02|2791|2941404.78|644|67710272.77|2835|978745.98|661|16012021.04|2147|1106141.75|2072|0|0|17118162.79|2159|4893|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23098|2877|304|72455734.47|73605160.96|2877|770976.93|202|48827.72|32|262981.86|84|72522374.45|2832|3256204.35|733|69199530.12|2875|1149426.49|718|15964276.44|2171|1107458.96|2085|0|0|17071735.4|2186|4884|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23098|2928|314|75202830.15|76499246.33|2928|801552.47|202|38584.11|35|242586.62|90|75416523.13|2885|3308738.89|616|71894091.26|2927|1296416.18|777|15901485.45|2207|1125492.93|2100|0|0|17026978.38|2221|4953|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23098|2890|299|75941054.42|77475251.13|2890|866204.7|205|134732.74|40|228521.53|85|76245792.16|2844|2999916.73|646|72941137.69|2888|1534196.71|812|16615956.47|2201|1147936|2095|0|0|17763892.47|2207|4935|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23098|2878|281|78432498.55|80185443.16|2878|927587.76|213|94340.16|54|171801.05|72|78991714.19|2841|3608039.23|649|74824459.32|2878|1752944.61|810|17182493.8|2337|1185265.08|2111|0|0|18367758.88|2339|5013|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23098|2884|253|81392744.67|83084023.94|2884|967812.28|221|316324.57|76|169285.09|74|81630602|2846|3434800.65|622|77957944.02|2883|1691279.27|478|17838878.59|2345|1223844.93|2139|0|0|19062723.52|2347|5062|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23098|2872|268|81477561.28|83262270.04|2872|1080896.51|260|163419.56|66|161819.68|64|81856134.29|2830|2843541.32|636|78634019.96|2872|1784708.76|476|17765286.68|2341|1225948.06|2100|0|0|18991234.74|2342|5093|Drogenbos|Drogenbos|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23099|5950|2300|203062373.33|205432991.57|5950|5342251.83|1054|2254072.81|149|741907.94|232|197094758.99|5789|10713421|1319|192348952.33|5947|2370618.24|1910|57486054.14|4562|2845818.57|4404|0|0|60331872.71|4567|13150|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23099|5987|1661|211539541.56|214055330.07|5987|5408118.85|1045|2576096.93|161|815092.61|242|205256021.68|5839|16821138.06|1396|194718403.5|5980|2515788.51|1851|59109744.29|4623|2923034.17|4442|0|0|62032778.46|4624|13105|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23099|6096|1637|228365673.04|231311379.48|6096|5687534.31|1067|1849623.67|187|1185897.56|251|222588323.94|5934|20322446.58|1429|208043226.46|6088|2945706.44|2020|63176562.17|4679|3131747.97|4548|0|0|66308310.14|4702|13080|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23099|6083|1665|235173894.83|238465175.04|6083|5865569|1049|2586607.95|215|777994.42|212|229235003.67|5939|20207860.25|1606|214966034.58|6072|3291280.21|2036|64240049.48|4740|3206752.66|4544|0|0|67446802.14|4766|13111|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23099|6111|1774|240872988.52|244461430.86|6111|6296418.55|1096|2386028.18|241|1005019.55|216|234773964.58|5970|19281351.4|1381|221591637.12|6103|3588442.34|2160|64322708.89|4784|4955232.95|4571|0|0|69277941.84|4831|13368|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
